id,instrument,component,group,handle,order,prompt,prompt_fr,prompt_en,reverse,min_val,max_val,step,annotations,annotations_fr,annotations_en,type,widget,help_text,help_text_fr,help_text_en,validate,initial
137,get_mot_profil,long_term,2,prof-mot-6,7,Driving licence,Permis de conduire,Driving licence,False,0,1,1,yes~no,oui~non,yes~no,boolean,custom-select,,,,,
136,get_mot_profil,long_term,1,prof-mot-5,6,A quelle(s) catégorie(s) de jeux jouez-vous ?,A quelle(s) catégorie(s) de jeux jouez-vous ?,A quelle(s) catégorie(s) de jeux jouez-vous ?,False,0,4,1,FPS(ex:Call of Duty)~Action(ex:The last of us)~Sport(ex: Fifa)~MMO (ex:World of warcraft)~RPG (ex:Final Fantasy),FPS(ex:Call of Duty)~Action(ex:The last of us)~Sport(ex: Fifa)~MMO (ex:World of warcraft)~RPG (ex:Final Fantasy),FPS(ex:Call of Duty)~Action(ex:The last of us)~Sport(ex: Fifa)~MMO (ex:World of warcraft)~RPG (ex:Final Fantasy),string,custom-categories,,,,,
135,get_mot_profil,long_term,1,prof-mot-4,5,Fréquence de la pratique des jeux vidéos,Fréquence de la pratique des jeux vidéos,Fréquence de la pratique des jeux vidéos,False,1,5,1,Jamais~Rarement~De temps en temps~Souvent~Très souvent,Jamais~Rarement~De temps en temps~Souvent~Très souvent,Jamais~Rarement~De temps en temps~Souvent~Très souvent,integer,custom-likert,,,,,
134,get_mot_profil,long_term,1,prof-mot-3,4,When did you start playing video games?,Début de pratique des jeux vidéos,When did you start playing video games?,False,0,99,1,none,none,none,integer,custom-float,Number of years.,"Indiquez le nombre d'années. Si jamais pratiqué, répondre ""0""",Number of years.,,
133,get_mot_profil,long_term,1,prof-mot-12,3,Year of birth,Année de naissance,Year of birth,False,,,,,,,integer,custom-int,,,,is_pos_num,1950
132,get_mot_profil,long_term,1,prof-mot-2,2,Gender,Genre,Gender,False,0,2,1,female~male~other,femme~homme~autre,female~male~other,string,custom-select,,,,,
131,get_mot_profil,long_term,1,prof-mot-1,1,Size of the diagonal of your screen (in or cm) ?,Taille de la diagonale de votre écran en cm,Size of the diagonal of your screen (in or cm) ?,False,0,1,1,none,none,none,float,multiple-widget,"(If you don't know how to retrieve it, you can use: <a href='https://www.piliapp.com/actual-size/what-is-my-monitor-size/credit-card/' target='_blank'> my size </a>)","(Si vous ne le connaissez pas, vous pouvez utiliser le lien suivant: <a href='https://www.piliapp.com/actual-size/what-is-my-monitor-size/credit-card/' target='_blank'> mes dimensions </a>)","(If you don't know how to retrieve it, you can use: <a href='https://www.piliapp.com/actual-size/what-is-my-monitor-size/credit-card/' target='_blank'> my size </a>)",is_pos_num,
130,get_attention,long_term,2,att-6,6,"How often do you feel overly active and compelled to do things, like you were driven by a motor?","À quelle fréquence vous arrive-t-il de vous sentir excessivement actif et contraint de faire quelque chose, comme si vous étiez entraîné malgré vous par un moteur?","How often do you feel overly active and compelled to do things, like you were driven by a motor?",False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
129,get_attention,long_term,2,att-5,5,How often do you fidget or squirm with your hands or feet when you have to sit down for a long time?,À quelle fréquence vous arrive-t-il de remuer ou de tortiller les mains ou les pieds lorsque vous devez rester assis pendant une période prolongée?,How often do you fidget or squirm with your hands or feet when you have to sit down for a long time?,False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
128,get_attention,long_term,2,att-4,4,"When you have a task that requires a lot of thought, how often do you avoid or delay getting started?","Quand vous devez faire quelque chose qui demande beaucoup de réflexion, à quelle fréquence vous arrive-t-il d’éviter de le faire ou de le remettre à plus tard?","When you have a task that requires a lot of thought, how often do you avoid or delay getting started?",False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
127,get_attention,long_term,1,att-3,3,How often do you have problems remembering appointments or obligations?,À quelle fréquence vous arrive-t-il d’avoir des difficultés à vous rappeler vos rendez-vous ou vos obligations?,How often do you have problems remembering appointments or obligations?,False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
126,get_attention,long_term,1,att-2,2,How often do you have difficulty getting things in order when you have to do a task that requires organization?,À quelle fréquence vous arrive-t-il d’avoir des difficultés à mettre les choses en ordre lorsque vous devez faire quelque chose qui demande de l’organisation? ,How often do you have difficulty getting things in order when you have to do a task that requires organization?,False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
125,get_attention,long_term,1,att-1,1,"How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done?",À quelle fréquence vous arrive-t-il d’avoir des difficultés à finaliser les derniers détails d’un projet une fois que les parties les plus stimulantes ont été faites?,"How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done?",False,1,5,1,Never~Rarely~Sometimes~Often~Very Often,Jamais~Rarement~Quelques fois~Souvent~Très souvent,Never~Rarely~Sometimes~Often~Very Often,integer,custom-likert,,,,,
124,jold-UEQ,User Experience,4,ueq-30,30,Conservative or innovative?,Conservateur ou Innovant ?,Conservative or innovative?,True,1,7,1,Conservative~Innovative,Conservateur~Innovant,Conservative~Innovative,integer,custom-polar,,,,,
123,jold-UEQ,User Experience,4,ueq-29,29,Friendly or unfriendly?,Sympathique ou Inamical ?,Friendly or unfriendly?,True,1,7,1,Friendly~Unfriendly,Sympathique~Inamical,Friendly~Unfriendly,integer,custom-polar,,,,,
122,jold-UEQ,User Experience,4,ueq-28,28,Attractive or unattractive?,Attrayant ou Rébarbatif ?,Attractive or unattractive?,True,1,7,1,Attractive~Unattractive,Attrayant~Rébarbatif,Attractive~Unattractive,integer,custom-polar,,,,,
121,jold-UEQ,User Experience,4,ueq-27,27,Organized or cluttered?,Sobre ou Surchargé ?,Organized or cluttered?,True,1,7,1,Organized~Cluttered,Sobre~Surchargé,Organized~Cluttered,integer,custom-polar,,,,,
120,jold-UEQ,User Experience,4,ueq-26,26,Impractical or practical?,Non pragmatique ou Pragmatique ?,Impractical or practical?,True,1,7,1,Impractical~Practical,Non pragmatique~Pragmatique,Impractical~Practical,integer,custom-polar,,,,,
119,jold-UEQ,User Experience,4,ueq-25,25,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,Évaluez votre expérience globale de votre utilisation de notre plateforme d'expérimentation en ligne : Flowers Online Lab,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,True,1,7,1,Impractical~Practical,Non pragmatique~Pragmatique,Impractical~Practical,integer,custom-header,,,,,
118,jold-UEQ,User Experience,3,ueq-24,24,Clear or confusing?,Clair ou Déroutant ?,Clear or confusing?,True,1,7,1,Clear~Confusing,Clair~Déroutant,Clear~Confusing,integer,custom-polar,,,,,
117,jold-UEQ,User Experience,3,ueq-23,23,Inefficient or efficient?,Inefficace ou Efficace ?,Inefficient or efficient?,True,1,7,1,Inefficient~Efficient,Inefficace~Efficace ,Inefficient~Efficient,integer,custom-polar,,,,,
116,jold-UEQ,User Experience,3,ueq-22,22,Meets expectations or does not meet expectations?,Répond aux attentes ou Ne répond pas aux attentes ?,Meets expectations or does not meet expectations?,True,1,7,1,Meets expectations~Does not meet expectations,Répond aux attentes~Ne répond pas aux attentes,Meets expectations~Does not meet expectations,integer,custom-polar,,,,,
115,jold-UEQ,User Experience,3,ueq-21,21,Motivating or demotivating?,Stimulant ou Soporifique ?,Motivating or demotivating?,True,1,7,1,Motivating~Demotivating,Stimulant~Soporifique,Motivating~Demotivating,integer,custom-polar,,,,,
114,jold-UEQ,User Experience,3,ueq-20,20,Secure or not secure?,Sécurisant ou Insécurisant ?,Secure or not secure?,True,1,7,1,Secure~Not secure,Sécurisant~Insécurisant,Secure~Not secure,integer,custom-polar,,,,,
113,jold-UEQ,User Experience,3,ueq-19,19,Unpleasant or pleasant?,Désagréable ou Agréable ?,Unpleasant or pleasant?,True,1,7,1, Unpleasant~Pleasant,Désagréable~Agréable, Unpleasant~Pleasant,integer,custom-polar,,,,,
112,jold-UEQ,User Experience,3,ueq-18,18,Usual or leading edge?,Habituel ou Avant-gardiste ?,Usual or leading edge?,True,1,7,1,Usual~Leading edge,Habituel~Avant-gardiste,Usual~Leading edge,integer,custom-polar,,,,,
111,jold-UEQ,User Experience,3,ueq-17,17,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,Évaluez votre expérience globale de votre utilisation de notre plateforme d'expérimentation en ligne : Flowers Online Lab,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,True,1,7,1,Usual~Leading edge,Habituel~Avant-gardiste,Usual~Leading edge,integer,custom-header,,,,,
110,jold-UEQ,User Experience,2,ueq-16,16,Unlikable or pleasing?,Repoussant ou Attractif ?,Unlikable or pleasing?,True,1,7,1,Unlikable~Pleasing,Repoussant~Attractif,Unlikable~Pleasing,integer,custom-polar,,,,,
109,jold-UEQ,User Experience,2,ueq-15,15,Complicated or easy?,Compliqué ou Simple ?,Complicated or easy?,True,1,7,1,Complicated~Easy,Compliqué~Simple,Complicated~Easy,integer,custom-polar,,,,,
108,jold-UEQ,User Experience,2,ueq-14,14,Good or bad?,Bien ou Médiocre ?,Good or bad?,True,1,7,1,Good~bad,Bien~Médiocre,Good~bad,integer,custom-polar,,,,,
107,jold-UEQ,User Experience,2,ueq-13,13,Obstructive or supportive?,Rigide ou Facilitant ?,Obstructive or supportive?,True,1,7,1,Obstructive~Supportive,Rigide~Facilitant,Obstructive~Supportive,integer,custom-polar,,,,,
106,jold-UEQ,User Experience,2,ueq-12,12,Inventive or conventional?,Original ou Conventionnel ?,Inventive or conventional?,True,1,7,1,Inventive~Conventional,Original~Conventionnel,Inventive~Conventional,integer,custom-polar,,,,,
105,jold-UEQ,User Experience,2,ueq-11,11,Fast or slow?,Rapide ou Lent ?,Fast or slow?,True,1,7,1,Fast~Slow,Rapide~Lent,Fast~Slow,integer,custom-polar,,,,,
104,jold-UEQ,User Experience,2,ueq-10,10,Unpredictable or predictable?,Imprévisible ou Prévisible ?,Unpredictable or predictable?,True,1,7,1,Unpredictable~Predictable,Imprévisible~Prévisible,Unpredictable~Predictable,integer,custom-polar,,,,,
103,jold-UEQ,User Experience,2,ueq-9,9,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,Évaluez votre expérience globale de votre utilisation de notre plateforme d'expérimentation en ligne : Flowers Online Lab,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,True,1,7,1,Unpredictable~Predictable,Imprévisible~Prévisible,Unpredictable~Predictable,integer,custom-header,,,,,
102,jold-UEQ,User Experience,1,ueq-8,8,Not interesting or interesting?,Inintéressant ou Intéressant ?,Not interesting or interesting?,True,1,7,1,Not interesting~Interesting,Inintéressant~Intéressant,Not interesting~Interesting,integer,custom-polar,,,,,
101,jold-UEQ,User Experience,1,ueq-7,7,Boring or exciting?,Ennuyeux ou Captivant ?,Boring or exciting?,True,1,7,1,Boring~Exciting,Ennuyeux~Captivant,Boring~Exciting,integer,custom-polar,,,,,
100,jold-UEQ,User Experience,1,ueq-6,6,Valuable or inferior?,Apporte de la valeur ou Peu de valeur ajoutée? ,Valuable or inferior?,True,1,7,1,Valuable~Inferior,Apporte de la valeur~Peu de valeur ajoutée ,Valuable~Inferior,integer,custom-polar,,,,,
99,jold-UEQ,User Experience,1,ueq-5,5,Easy to learn or difficult to learn?,Appropriation simple ou Appropriation compliquée ?,Easy to learn or difficult to learn?,True,1,7,1,Easy to learn~Difficult to learn,Appropriation simple~Appropriation compliquée,Easy to learn~Difficult to learn,integer,custom-polar,,,,,
98,jold-UEQ,User Experience,1,ueq-4,4,Creative or dull?,Moderne ou Sans fantaisie ?,Creative or dull?,True,1,7,1,Creative~Dull,Moderne~Sans fantaisie,Creative~Dull,integer,custom-polar,,,,,
97,jold-UEQ,User Experience,1,ueq-3,3,Not understandable or understandable?,Incompréhensible ou Compréhensible ?,Not understandable or understandable?,True,1,7,1,Not understandable~Understandable,Incompréhensible~Compréhensible,Not understandable~Understandable,integer,custom-polar,,,,,
96,jold-UEQ,User Experience,1,ueq-2,2,Annoying or enjoyable?,Agacant ou Agréable ?,Annoying or enjoyable?,True,1,7,1,Annoying~Enjoyable,Agacant~Agréable,Annoying~Enjoyable,integer,custom-polar,,,,,
95,jold-UEQ,User Experience,1,ueq-1,1,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,Évaluez votre expérience globale de votre utilisation de notre plateforme d'expérimentation en ligne : Flowers Online Lab,Evaluate your overall experience of using our online experimentation platform: Flowers Online Lab,True,1,7,1,Annoying~Enjoyable,Agacant~Agréable,Annoying~Enjoyable,integer,custom-header,,,,,
76,jold-PROFILE,Attention training,1,jold-prof-8,8,Have you ever practiced attention training? ,Avez-vous déjà suivi un entraînement de l'attention ? ,Have you ever practiced attention training? ,False,,,,-~No~Yes,-~Non~Oui,-~No~Yes,boolean,custom-select,,,,,
75,jold-PROFILE,Driving habits,1,jold-prof-7,7,Frequency of driving,Fréquence de conduite,Frequency of driving,False,1,100,1,-~Never~Occasionally~Several times a week~Almost every day~Everyday,-~Jamais~Rarement~De temps en temps~Souvent~Très souvent,-~Never~Occasionally~Several times a week~Almost every day~Everyday,integer,custom-select,,,,,
74,jold-PROFILE,Driving habits,1,jold-prof-6,6,Your level of driving experience,Votre niveau d'expérience de la conduite,Your level of driving experience,False,1,4,1,-~I don't drive~Less than 1 year~1 to 2 years~More than 2 years,-~Je ne conduis pas~Moins d'un an~1 à 2 ans~Plus de 2 ans,-~I don't drive~Less than 1 year~1 to 2 years~More than 2 years,integer,custom-select,,,,,
73,jold-PROFILE,Video game habits,1,jold-prof-5,5,Frequency of playing video games,Fréquence de la pratique des jeux vidéos,Frequency of playing video games,False,1,4,1,-~Never~Occasionally~Once a week~More than once a week,-~Jamais~Rarement~De temps en temps~Souvent~Très souvent,-~Never~Occasionally~Once a week~More than once a week,integer,custom-select,,,,,
72,jold-PROFILE,Video game habits,1,jold-prof-4,4,Level of experience with video games,Niveau d'expérience en matière de jeux vidéo,Level of experience with video games,False,,,,-~I don't play video games~I have only started playing video games recently~I have been playing video games for years,-~Je ne joue pas aux jeux vidéo~Je commence seulement à jouer aux jeux vidéo~Je joue aux jeux vidéo depuis des années,-~I don't play video games~I have only started playing video games recently~I have been playing video games for years,integer,custom-select,,,,,
71,jold-PROFILE,Demographic,1,jold-prof-3,3,Your gender,Votre genre,Your gender,False,1,4,1,-~Female~Male~Other~Omit,-~Femme~Homme~Autre~Ommetre,-~Female~Male~Other~Omit,categories,custom-select,,,,,
70,jold-PROFILE,Demographic,1,jold-prof-2,2,Your age (in full years),Votre âge (en années complètes),Your age (in full years),False,,,,,,,categories,custom-int,,,,,
69,jold-PROFILE,NA,1,jold-prof-1,1,"Finally, we would like to ask you for some additional information about yourself","Enfin, nous aimerions vous demander quelques informations supplémentaires sur vous-même","Finally, we would like to ask you for some additional information about yourself",False,,,,,,,categories,custom-header,,,,,
62,jold-MSLQ,Learning Strategies Header,10,jold-mslq-g10-dirs,1,"The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
61,jold-MSLQ,Learning Strategies Header,9,jold-mslq-g9-dirs,1,"The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
60,jold-MSLQ,Learning Strategies Header,8,jold-mslq-g8-dirs,1,"The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
59,jold-MSLQ,Learning Strategies Header,7,jold-mslq-g7-dirs,1,"The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
58,jold-MSLQ,Learning Strategies Header,6,jold-mslq-g6-dirs,1,"The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>learning strategies and study skills</b> for this class. Again, <i>there are no right or wrong answers</i>. Answer the questions about how you practice and learn in Lunar Lander as accurately as possible. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
57,jold-MSLQ,Motivation Header,5,jold-mslq-g5-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
56,jold-MSLQ,Motivation Header,4,jold-mslq-g4-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
55,jold-MSLQ,Motivation Header,3,jold-mslq-g3-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
